iter	RMSE
168	143.3052332
169	142.9104542
170	142.888266
171	142.7821269
172	142.0668945
173	141.8848557
174	141.5028309
175	141.2135222
176	141.0201619
177	140.6562571
178	140.5912896
179	140.4531982
180	140.1801069
181	139.7315752
182	138.9377475
183	138.4676395
184	138.1618555
185	137.8369115
186	137.7890372
187	137.4709638
188	137.1945931
189	136.8516759
190	136.4893918
191	136.2052959
192	135.6148276
193	135.5814634
194	135.5087881
195	135.4436101
196	135.410629
197	135.2816456
198	135.1000736
199	134.9412638
200	134.8782492
201	134.8409351
202	134.6310836
203	134.5778772
204	133.8631592
205	133.6317336
206	133.5799282
207	133.5429375
208	133.4904234
209	133.1546556
210	132.9070466
211	132.3731363
212	132.2086389
213	132.1682137
214	131.999234
215	131.7099681
216	131.3206189
217	131.1005012
218	131.0640605
219	130.9608163
220	130.8921575
221	130.8490429
222	130.4944768
223	129.7663112
224	129.4810511
225	129.358841
226	128.9470493
227	128.7441041
228	128.6181828
229	128.5939238
230	128.5477094
231	128.3752782
232	128.2195597
233	128.1977688
234	127.9135952
235	127.5518894
236	127.5176496
237	127.4158802
238	127.0166485
239	126.9992534
240	126.5710398
241	126.4924717
242	126.270701
243	126.0746117
244	125.7538834
245	125.6871743
246	125.662612
247	125.4690087
248	125.4103544
249	125.3303866
250	124.9221548
251	124.6813106
252	124.249141
253	123.9239638
254	123.7229547
255	123.6288974
256	123.4090782
257	123.1991664
258	123.1698831
259	123.037318
260	122.983411
261	122.7955641
262	122.7763606
263	122.72819
264	122.6970832
265	122.5018988
266	122.4484239
267	122.3928529
268	122.187108
269	121.9248908
270	121.9053814
271	121.5087338
272	121.4370502
273	121.3221497
274	120.9902421
275	120.8008216
276	120.5665988
277	120.4407199
278	120.3530487
279	119.8166663
280	119.5648939
281	119.374763
282	119.3671585
283	119.352299
284	119.2769918
285	119.1979011
286	119.1762063
287	119.0994026
288	119.0768849
289	118.9823208
290	118.7518711
291	118.6442056
292	118.6374618
293	118.5935512
294	118.5587977
295	118.527468
296	118.3143591
297	118.1449937
298	118.1383717
299	117.9462382
300	117.9119053
301	117.8004851
302	117.7502066
303	117.6462374
304	117.4578581
305	117.3275049
306	117.2473796
307	117.2310139
308	116.7494675
309	116.5802874
310	116.3497668
311	116.3056758
312	116.2309423
313	116.1464143
314	116.045102
315	115.8741771
316	115.8101968
317	115.6468221
318	115.6201462
319	115.6127388
320	115.4337063
321	115.2266701
322	114.9623514
323	114.958676
324	114.6018777
325	114.5743921
326	114.4782254
327	114.3721542
328	114.3594651
329	114.2168478
330	114.0357126
331	113.8537955
332	113.7763518
333	113.7247489
334	113.4326981
335	113.3426876
336	113.2390944
337	112.971048
338	112.8787411
339	112.8389043
340	112.8209496
341	112.7735233
342	112.6407061
343	112.4967069
344	112.4711159
345	112.4348112
346	112.1946302
347	112.1300769
348	112.0234781
349	111.8289132
350	111.7255833
351	111.6721569
352	111.6303041
353	111.564988
354	111.5198367
355	111.4799288
356	111.399807
357	111.2617303
358	110.9364535
359	110.8700703
360	110.8543433
361	110.820607
362	110.8079282
363	110.7779438
364	110.6783066
365	110.5103343
366	110.4279786
367	110.4032839
368	110.3293223
369	110.2170944
370	110.2099741
371	110.1974938
372	110.1950664
373	110.168725
374	110.1096788
375	109.9913368
376	109.9789397
377	109.8831971
378	109.8050678
379	109.5624682
380	109.4541544
381	109.3348767
382	109.3228256
383	109.3191464
384	109.2688765
385	109.2037662
386	109.0631977
387	108.9850334
388	108.7349966
389	108.696074
390	108.648531
391	108.6439349
392	108.537916
393	108.5278004
394	108.5085988
395	108.5052436
396	108.493742
397	108.4749115
398	108.4520439
399	108.4017598
400	108.1731254
401	108.1593106
402	107.8939868
403	107.7619567
404	107.6772268
405	107.6063979
406	107.5686127
407	107.4975523
408	107.3095955
409	107.1532139
410	107.1035149
411	107.0896057
412	107.0854672
413	107.0797545
414	107.0471524
415	107.0238824
416	106.8573413
417	106.548078
418	106.4399343
419	106.3234923
420	106.1466798
421	106.0803811
422	105.9763289
423	105.9705667
424	105.9160696
425	105.912997
426	105.8931709
427	105.8717862
428	105.8282083
429	105.7802166
430	105.6397826
431	105.4777786
432	105.460478
433	105.4316508
434	105.3704416
435	105.1717025
436	104.9719245
437	104.948508
438	104.785851
439	104.6182221
440	104.5491679
441	104.3671458
442	104.266208
443	103.9916862
444	103.9801522
445	103.8968135
446	103.8862394
447	103.6887438
448	103.6349079
449	103.568279
450	103.4637667
451	103.4240203
452	103.2209132
453	103.0756383
454	102.7835003
455	102.7039367
456	102.6766487
457	102.5613829
458	102.5550285
459	102.5539387
460	102.5031368
461	102.459282
462	102.4421442
463	102.3998729
464	102.3897346
465	102.1923779
466	102.1871152
467	102.0775143
468	102.0724853
469	101.9504922
470	101.8232756
471	101.8178592
472	101.6798625
473	101.5931956
474	101.5327912
475	101.4756635
476	101.3444421
477	101.3273099
478	101.2864459
479	101.2754614
480	101.225789
481	101.222934
482	101.1512317
483	101.0632071
484	100.9235442
485	100.8597222
486	100.6313928
487	100.6169674
488	100.6031603
489	100.4215377
490	100.4202149
491	100.4100861
492	100.2878732
493	100.2650985
494	100.2575433
495	100.2086205
496	100.2011364
497	100.1363
498	100.0543893
499	99.94488351
500	99.82951274
501	99.78442142
502	99.70743714
503	99.62006349
504	99.54728138
505	99.49590298
506	99.45510305
507	99.41018619
508	99.36935359
509	99.3087565
510	99.30158669
511	99.26474591
512	99.04432254
513	99.04229969
514	98.9613313
515	98.88858178
516	98.87812559
517	98.75597176
518	98.57991104
519	98.45005117
520	98.40495102
521	98.32602785
522	98.29816441
523	98.26873357
524	98.26513942
525	98.2375775
526	98.03532778
527	97.88632925
528	97.82952741
529	97.77604423
530	97.75177628
531	97.64145307
532	97.5760483
533	97.48332884
534	97.3383016
535	97.27917812
536	97.24985253
537	97.112209
538	97.06870876
539	97.01554822
540	96.86751149
541	96.80229001
542	96.74285656
543	96.73481626
544	96.69502361
545	96.64579273
546	96.62546902
547	96.62115666
548	96.5787642
549	96.57239288
550	96.44126319
551	96.43405121
552	96.42180452
553	96.35250608
554	96.34202404
555	96.31418838
556	96.30129921
557	96.3003057
558	96.28515001
559	96.20119853
560	96.02566039
561	96.01758864
562	96.01579114
563	95.93061672
564	95.90094944
565	95.8642593
566	95.8464491
567	95.84454518
568	95.83213025
569	95.68406059
570	95.63763859
571	95.63306747
572	95.57486658
573	95.53258421
574	95.52004882
575	95.46284
576	95.45931548
577	95.42520442
578	95.37482904
579	95.36352087
580	95.31529543
581	95.30774179
582	95.29513119
583	95.29319455
584	95.11897964
585	95.09203046
586	95.06953168
587	95.01533267
588	95.00635578
589	95.00288173
590	94.96652445
591	94.96546723
592	94.94723451
593	94.8914987
594	94.8623806
595	94.81915271
596	94.7723873
597	94.74514934
598	94.71642146
599	94.61854259
600	94.61621135
601	94.53306942
602	94.26914118
603	94.26584125
604	94.25207225
605	94.25133465
606	94.22963553
607	94.22727866
608	94.14676051
609	94.02821559
610	93.96417947
611	93.95048837
612	93.85529532
613	93.77758231
614	93.72661707
615	93.71399137
616	93.70360441
617	93.68869741
618	93.6456191
619	93.55391411
620	93.55185406
621	93.52334332
622	93.47557008
623	93.39031777
624	93.37294264
625	93.37119571
626	93.26585942
627	93.22078294
628	93.17872723
629	93.07931378
630	93.07770532
631	93.07493297
632	93.0110186
633	92.89189756
634	92.85078743
635	92.84548331
636	92.75819743
637	92.75192382
638	92.66530739
639	92.57013333
640	92.56166752
641	92.55969749
642	92.54496144
643	92.54343148
644	92.50356284
645	92.44700085
646	92.43076548
647	92.40167266
648	92.3965125
649	92.26113128
650	92.22731345
651	92.2264881
652	92.1840441
653	92.16165081
654	92.13581421
655	92.03023423
656	92.00846529
657	91.9800083
658	91.96721132
659	91.95552377
660	91.85506316
661	91.80949721
662	91.73003253
663	91.72850156
664	91.70834912
665	91.66779324
666	91.53485522
667	91.49945988
668	91.49460948
669	91.49176767
670	91.45706363
671	91.41435153
672	91.33884854
673	91.13478859
674	91.07573277
675	90.98119851
676	90.97769161
677	90.97729519
678	90.93514978
679	90.92758641
680	90.92615003
681	90.86657291
682	90.83949606
683	90.838142
684	90.7550113
685	90.70292457
686	90.69458728
687	90.62932408
688	90.57028007
689	90.55499207
690	90.53877441
691	90.53626132
692	90.49514174
693	90.27556009
694	90.18412782
695	90.16201435
696	90.12919111
697	90.10198209
698	90.07828343
699	89.99550189
700	89.99099026
701	89.94700447
702	89.89126927
703	89.88635849
704	89.88010791
705	89.86823065
706	89.76216561
707	89.74636106
708	89.7414136
709	89.72356597
710	89.71780057
711	89.70914261
712	89.7026882
713	89.4867908
714	89.46219193
715	89.42880226
716	89.42393861
717	89.38023882
718	89.35790498
719	89.30454448
720	89.30166646
721	89.19726681
722	89.17302835
723	89.15738162
724	89.11868391
725	89.05803483
726	89.05326818
727	88.97939913
728	88.95235306
729	88.90206053
730	88.85954685
731	88.8209378
732	88.82089713
733	88.7296619
734	88.71595371
735	88.57963469
736	88.55037887
737	88.54652046
738	88.42148201
739	88.41550446
740	88.38635252
741	88.30640103
742	88.23591168
743	88.16390637
744	88.11994065
745	88.11513219
746	88.11314889
747	88.10747577
748	88.05653163
749	88.01682019
